school,discipline,teacher,id_student,student,behavior,start_time,end_time,duration_seconds,date,source
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-12 10:24:09,2026-03-12 10:32:35,506.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-12 10:32:41,2026-03-12 10:33:07,26.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-12 10:33:08,2026-03-12 10:43:48,640.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-12 10:43:49,2026-03-12 10:44:05,16.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-12 10:44:10,2026-03-12 10:54:30,620.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-12 10:54:38,2026-03-12 11:03:20,522.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-12 11:03:23,2026-03-12 11:04:39,76.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-12 11:04:46,2026-03-12 11:12:03,437.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Perguntando,2026-03-12 11:12:11,2026-03-12 11:12:51,40.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-12 11:12:51,2026-03-12 11:23:07,616.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-12 11:23:07,2026-03-12 11:25:02,115.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-12 11:25:04,2026-03-12 11:36:56,712.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Distraido,2026-03-12 11:36:56,2026-03-12 11:38:12,76.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Agitado,2026-03-12 11:38:13,2026-03-12 11:39:30,77.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,103cd95d53cd1719703a66a87bad8e14da505b034d046656390724a3abc9cf06,Starley,Atento,2026-03-12 11:39:35,2026-03-12 11:40:00,25.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 08:02:00,2026-03-12 08:13:05,665.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 08:13:11,2026-03-12 08:13:38,27.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-12 08:13:39,2026-03-12 08:14:23,44.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 08:14:25,2026-03-12 08:24:25,600.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 08:24:28,2026-03-12 08:24:39,11.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Dormindo,2026-03-12 08:24:42,2026-03-12 08:28:45,243.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 08:28:53,2026-03-12 08:38:23,570.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-12 08:38:23,2026-03-12 08:38:59,36.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 08:39:06,2026-03-12 08:44:26,320.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 08:44:33,2026-03-12 08:45:05,32.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-12 08:45:06,2026-03-12 08:46:17,71.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 08:46:19,2026-03-12 08:46:32,13.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 08:46:36,2026-03-12 08:52:25,349.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-12 08:52:29,2026-03-12 08:54:51,142.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Dormindo,2026-03-12 08:54:53,2026-03-12 08:58:54,241.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 08:58:59,2026-03-12 08:59:16,17.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 08:59:20,2026-03-12 09:06:23,423.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 09:06:30,2026-03-12 09:06:55,25.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 09:07:02,2026-03-12 09:14:22,440.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 09:14:22,2026-03-12 09:14:38,16.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-12 09:14:43,2026-03-12 09:16:25,102.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 09:16:29,2026-03-12 09:16:40,11.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 09:16:46,2026-03-12 09:26:49,603.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-12 09:26:54,2026-03-12 09:29:36,162.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 09:29:40,2026-03-12 09:40:23,643.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 09:40:27,2026-03-12 09:40:48,21.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-12 09:40:55,2026-03-12 09:41:51,56.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 09:41:57,2026-03-12 09:47:26,329.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-12 09:47:29,2026-03-12 09:48:02,33.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 09:48:04,2026-03-12 09:48:35,31.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 09:48:42,2026-03-12 10:00:42,720.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 10:00:45,2026-03-12 10:01:04,19.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 10:01:10,2026-03-12 10:07:34,384.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 10:07:42,2026-03-12 10:08:01,19.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-12 10:08:04,2026-03-12 10:09:00,56.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 10:09:00,2026-03-12 10:09:32,32.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 10:09:32,2026-03-12 10:16:59,447.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 10:17:01,2026-03-12 10:17:35,34.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-12 10:17:37,2026-03-12 10:18:38,61.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 10:18:44,2026-03-12 10:30:13,689.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 10:30:20,2026-03-12 10:30:58,38.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 10:31:05,2026-03-12 10:39:02,477.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Distraido,2026-03-12 10:39:08,2026-03-12 10:42:03,175.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 10:42:09,2026-03-12 10:42:43,34.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-12 10:42:45,2026-03-12 10:43:11,26.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 10:43:16,2026-03-12 10:43:44,28.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 10:43:45,2026-03-12 10:50:55,430.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 10:50:57,2026-03-12 10:51:24,27.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 10:51:28,2026-03-12 11:01:16,588.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 11:01:17,2026-03-12 11:01:46,29.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-12 11:01:48,2026-03-12 11:02:31,43.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 11:02:33,2026-03-12 11:11:48,555.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 11:11:54,2026-03-12 11:12:05,11.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 11:12:07,2026-03-12 11:17:45,338.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-12 11:17:49,2026-03-12 11:18:13,24.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 11:18:15,2026-03-12 11:28:39,624.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Agitado,2026-03-12 11:28:41,2026-03-12 11:29:53,72.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Perguntando,2026-03-12 11:29:56,2026-03-12 11:30:12,16.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Atento,2026-03-12 11:30:17,2026-03-12 11:40:14,597.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,51e028c29914c6103719ccf21258789707dbb3234a716394f10de9ae5349d033,Pedro Vitor Sousa Santos,Dormindo,2026-03-12 11:40:19,2026-03-12 11:42:00,101.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,eb3c72a0bb37fffc786f4ab3c5d9dcfeff614019a87ad1548133b55826c3b9fa,Bruno Dias,Perguntando,2026-03-12 08:04:00,2026-03-12 08:04:17,17.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,eb3c72a0bb37fffc786f4ab3c5d9dcfeff614019a87ad1548133b55826c3b9fa,Bruno Dias,Atento,2026-03-12 08:04:21,2026-03-12 08:11:47,446.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,eb3c72a0bb37fffc786f4ab3c5d9dcfeff614019a87ad1548133b55826c3b9fa,Bruno Dias,Agitado,2026-03-12 08:11:55,2026-03-12 08:12:35,40.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,eb3c72a0bb37fffc786f4ab3c5d9dcfeff614019a87ad1548133b55826c3b9fa,Bruno Dias,Distraido,2026-03-12 08:12:37,2026-03-12 08:13:24,47.0,2026-03-12,simulated
Escola Estadual Criança Esperança,Matemática,Professora_Ana,eb3c72a0bb37fffc786f4ab3c5d9dcfeff614019a87ad1548133b55826c3b9fa,Bruno Dias,Atento,2026-03-12 08:13:30,2026-03-12 08:22:13,523.0,2026-03-12,simulated
